     1.000000    0.001470
     0.993462    0.003094
     0.982374    0.005816
     0.969712    0.008877
     0.955603    0.012229
     0.940318    0.015791
     0.924184    0.019473
     0.907493    0.023202
     0.890456    0.026924
     0.873211    0.030605
     0.855839    0.034228
     0.838389    0.037781
     0.820888    0.041258
     0.803353    0.044657
     0.785794    0.047974
     0.768216    0.051210
     0.750624    0.054362
     0.733023    0.057430
     0.715414    0.060411
     0.697800    0.063306
     0.680185    0.066113
     0.662571    0.068829
     0.644960    0.071454
     0.627355    0.073985
     0.609759    0.076420
     0.592174    0.078757
     0.574604    0.080993
     0.557051    0.083125
     0.539519    0.085150
     0.522011    0.087065
     0.504530    0.088866
     0.487081    0.090550
     0.469668    0.092113
     0.452294    0.093551
     0.434967    0.094858
     0.417692    0.096030
     0.400479    0.097063
     0.383340    0.097950
     0.366292    0.098687
     0.349361    0.099267
     0.332590    0.099685
     0.316043    0.099937
     0.299822    0.100020
     0.284018    0.099868
     0.268524    0.099419
     0.253257    0.098679
     0.238182    0.097646
     0.223288    0.096319
     0.208580    0.094698
     0.194073    0.092783
     0.179795    0.090577
     0.165783    0.088083
     0.152083    0.085312
     0.138757    0.082279
     0.125879    0.079007
     0.113534    0.075531
     0.101815    0.071894
     0.090815    0.068149
     0.080609    0.064355
     0.071250    0.060570
     0.062755    0.056845
     0.055108    0.053222
     0.048264    0.049727
     0.042160    0.046372
     0.036723    0.043161
     0.031880    0.040090
     0.027563    0.037150
     0.023710    0.034329
     0.020266    0.031616
     0.017187    0.028997
     0.014433    0.026461
     0.011973    0.023997
     0.009782    0.021593
     0.007839    0.019242
     0.006129    0.016935
     0.004641    0.014666
     0.003367    0.012430
     0.002301    0.010225
     0.001441    0.008050
     0.000785    0.005909
     0.000329    0.003807
     0.000070    0.001750
     0.000001   -0.000247
     0.000120   -0.002246
     0.000450   -0.004277
     0.001010   -0.006315
     0.001817   -0.008336
     0.002878   -0.010321
     0.004192   -0.012249
     0.005754   -0.014110
     0.007560   -0.015897
     0.009605   -0.017608
     0.011890   -0.019248
     0.014421   -0.020820
     0.017209   -0.022331
     0.020274   -0.023787
     0.023640   -0.025193
     0.027341   -0.026555
     0.031422   -0.027877
     0.035936   -0.029163
     0.040949   -0.030414
     0.046544   -0.031632
     0.052816   -0.032813
     0.059880   -0.033954
     0.067859   -0.035045
     0.076884   -0.036073
     0.087069   -0.037021
     0.098493   -0.037868
     0.111173   -0.038596
     0.125052   -0.039190
     0.140010   -0.039643
     0.155883   -0.039961
     0.172502   -0.040158
     0.189711   -0.040253
     0.207374   -0.040271
     0.225377   -0.040236
     0.243606   -0.040173
     0.261928   -0.040103
     0.280204   -0.040046
     0.298339   -0.040021
     0.316278   -0.039967
     0.334114   -0.039796
     0.351936   -0.039519
     0.369788   -0.039144
     0.387690   -0.038680
     0.405650   -0.038134
     0.423671   -0.037512
     0.441751   -0.036822
     0.459888   -0.036068
     0.478078   -0.035256
     0.496318   -0.034393
     0.514603   -0.033481
     0.532930   -0.032527
     0.551295   -0.031534
     0.569696   -0.030506
     0.588128   -0.029446
     0.606589   -0.028359
     0.625075   -0.027246
     0.643584   -0.026111
     0.662112   -0.024955
     0.680656   -0.023782
     0.699215   -0.022592
     0.717785   -0.021388
     0.736362   -0.020170
     0.754945   -0.018940
     0.773528   -0.017698
     0.792108   -0.016445
     0.810677   -0.015181
     0.829226   -0.013908
     0.847738   -0.012625
     0.866184   -0.011334
     0.884510   -0.010038
     0.902625   -0.008742
     0.920373   -0.007458
     0.937509   -0.006203
     0.953693   -0.005002
     0.968548   -0.003885
     0.981778   -0.002878
     0.993268   -0.001993
     1.000000   -0.001470
